bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1953067,1529533,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,2,0,0,9
1953067,1577708,2025-05-23,Assembly,"Do pass",12,2,0,1,15
1953068,1563116,2025-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,2,9
1953068,1564252,2025-05-01,Assembly,"AB 379 Krell Assembly Second Reading Amend By SCHULTZ Set #1 Appeal the Decision of the Speaker By MACEDO",18,50,0,11,79
1953068,1564253,2025-05-01,Assembly,"AB 379 Krell Assembly Second Reading Amend By SCHULTZ Set #1 Motion to Lay on the Table By MACEDO",21,55,0,3,79
1953068,1564254,2025-05-01,Assembly,"AB 379 Krell Assembly Second Reading Amend By SCHULTZ Set #1",56,21,0,2,79
1953068,1567907,2025-05-07,Assembly,"Do pass as amended",15,0,0,0,15
1953068,1572402,2025-05-15,Assembly,"AB 379 Schultz Assembly Third Reading",74,0,0,5,79
1953069,1515259,2025-03-11,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",5,0,0,4,9
1953069,1577609,2025-05-23,Assembly,"Do pass as amended",11,1,0,3,15
1953070,1534992,2025-04-02,Assembly,"Do pass and be re-referred to the Committee on [Labor and Employment]",21,0,0,1,22
1953070,1557481,2025-04-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1953070,1577258,2025-05-23,Assembly,"Do pass as amended",11,0,0,4,15
1953071,1554442,2025-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,1,16
1953071,1577364,2025-05-23,Assembly,"Do pass",13,0,0,2,15
1953072,1515261,2025-03-11,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1953072,1577841,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1953073,1556078,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,0,0,3,16
1953074,1564198,2025-04-30,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",10,0,0,0,10
1953074,1571566,2025-05-14,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1953074,1577618,2025-05-23,Assembly,"AB 385 Ramos Consent Calendar Second Day",71,0,0,8,79
1953076,1515253,2025-03-11,Assembly,"Do pass",11,1,0,0,12
1953076,1517619,2025-03-13,Assembly,"AB 387 Alanis Assembly Third Reading",67,0,0,13,80
1953077,1564192,2025-04-30,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",18,0,0,0,18
1953079,1525478,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",16,0,0,0,16
1953079,1542737,2025-04-09,Assembly,"Do pass",14,0,0,1,15
1953079,1559468,2025-04-28,Assembly,"AB 390 Wilson Assembly Third Reading",74,0,0,5,79
1953080,1567905,2025-05-07,Assembly,"Do pass as amended. To Consent Calendar",12,0,0,0,12
1953080,1572416,2025-05-15,Assembly,"AB 391 Michelle Rodriguez Consent Calendar Second Day Regular Session",69,0,0,10,79
1953081,1535040,2025-04-01,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",14,0,0,1,15
1953081,1554608,2025-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1953081,1577344,2025-05-23,Assembly,"Do pass as amended",14,0,0,1,15
1953082,1521972,2025-03-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,0,0,1,7
1953082,1577249,2025-05-23,Assembly,"Do pass as amended",11,1,0,3,15
1953083,1534996,2025-04-01,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",9,0,0,0,9
1953083,1554500,2025-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1953083,1577539,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1953084,1545044,2025-04-09,Assembly,"Do pass as amended, and be re-referred to the Committee on [Higher Education] with recommendation: To Consent Calendar",9,0,0,0,9
1953084,1561035,2025-04-29,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",10,0,0,0,10
1953084,1577553,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1953086,1561057,2025-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,1,0,1,7
1953089,1552904,2025-04-21,Senate,"Do pass",5,1,0,1,7
1953089,1557492,2025-04-24,Senate,"Senate 3rd Reading SB251 Caballero Urgency Clause",28,0,0,12,40
1953091,1567889,2025-05-06,Senate,"Do pass",12,0,0,1,13
1953091,1580538,2025-05-28,Senate,"Senate 3rd Reading SB253 Umberg",38,0,0,2,40
1953092,1563065,2025-04-29,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",13,2,0,2,17
1953092,1569842,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1953092,1577481,2025-05-23,Senate,"Do pass as amended",5,1,0,1,7
1953093,1536809,2025-04-02,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",7,0,0,0,7
1953093,1556108,2025-04-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",13,0,0,0,13
1953093,1568647,2025-05-08,Senate,"Consent Calendar 2nd SB255 Seyarto",36,0,0,4,40
1953094,1563124,2025-04-29,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",14,2,0,1,17
1953094,1573554,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1953094,1577786,2025-05-23,Senate,"Do pass",5,1,0,1,7
1953095,1557484,2025-04-23,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1953095,1569752,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1953095,1577229,2025-05-23,Senate,"Do pass",6,0,0,1,7
1953096,1562914,2025-04-29,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,0,0,6
1953096,1569785,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1953096,1577501,2025-05-23,Senate,"Do pass",6,0,0,1,7
1953097,1556142,2025-04-22,Senate,"Do pass as amended",11,1,0,1,13
1953097,1580521,2025-05-28,Senate,"Senate 3rd Reading SB259 Wahab",30,9,0,1,40
1953098,1533560,2025-04-01,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Insurance]",6,0,0,0,6
1953098,1556141,2025-04-23,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,2,7
1953098,1569792,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1953099,1528323,2025-03-26,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",4,1,0,0,5
1953099,1542837,2025-04-08,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,0,0,2,13
1953099,1559425,2025-04-28,Senate,"Placed on suspense file",7,0,0,0,7
1953099,1577894,2025-05-23,Senate,"Do pass as amended",5,0,0,2,7
1953100,1520448,2025-03-18,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,2,0,2,11
1953101,1527004,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Business, Professions and Economic Development]",14,0,0,1,15
1953101,1559466,2025-04-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1953101,1569794,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1953101,1577569,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1953101,1580478,2025-05-28,Senate,"Senate 3rd Reading SB263 Gonzalez et al. Urgency Clause",35,1,0,4,40
1953104,1561161,2025-04-29,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,0,5
1953104,1569838,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1953105,1571643,2025-05-14,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1953105,1573637,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1953106,1571582,2025-05-14,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1953106,1573573,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1953107,1571654,2025-05-14,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1953107,1573514,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1953108,1533540,2025-04-01,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",5,0,0,0,5
1953108,1555977,2025-04-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",13,0,0,0,13
1953108,1565308,2025-05-05,Senate,"Placed on suspense file",7,0,0,0,7
1953109,1501957,2025-02-27,Senate,"Senate 3rd Reading SCR19 Wahab et al",36,0,0,3,39
1953109,1552861,2025-04-21,Assembly,"Be adopted. To Consent Calendar",10,0,0,1,11
1953109,1557524,2025-04-24,Assembly,"SCR 19 Wahab Consent Calendar Second Day Regular Session",75,0,0,4,79
1955744,1561139,2025-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,1,0,1,7
1955745,1525476,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,3,0,2,14
1955745,1577510,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1955746,1515268,2025-03-11,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1955746,1577779,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1955747,1529518,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1955748,1521985,2025-03-18,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,0,1,10
1955748,1577138,2025-05-23,Assembly,"Do pass as amended",11,1,0,3,15
1955749,1526964,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1955751,1542814,2025-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Natural Resources]",5,2,0,0,7
1955751,1559467,2025-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,4,0,0,14
1955752,1528304,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,0,0,18
1955752,1556080,2025-04-23,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1955752,1564155,2025-05-01,Assembly,"AB 406 Bennett Consent Calendar Second Day Regular Session",76,0,0,3,79
1955753,1552887,2025-04-21,Assembly,"Do pass as amended and be re-referred to the Committee on [Local Government]",9,0,0,0,9
1955753,1564272,2025-04-30,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,0,0,0,10
1955754,1554527,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",16,0,0,2,18
1955754,1561055,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,0,2,12
1955754,1575480,2025-05-21,Assembly,"Do pass",14,1,0,0,15
1955754,1579281,2025-05-27,Assembly,"AB 408 Berman Assembly Third Reading",72,0,0,7,79
1955755,1542905,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Higher Education]",8,0,0,2,10
1955755,1555952,2025-04-22,Assembly,"Do pass",8,1,0,1,10
1955755,1569828,2025-05-12,Assembly,"AB 409 Arambula Assembly Third Reading",66,6,0,7,79
1955756,1535021,2025-04-01,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,1,0,2,15
1955756,1577586,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1955757,1528270,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources]",8,0,0,0,8
1955757,1558705,2025-04-21,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",14,0,0,0,14
1955757,1577912,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1955758,1520437,2025-03-18,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",10,3,0,2,15
1955758,1566713,2025-05-06,Assembly,"Do pass as amended",9,1,0,2,12
1955758,1569916,2025-05-12,Assembly,"AB 412 Bauer-Kahan Assembly Third Reading",45,16,0,18,79
1955759,1558373,2025-04-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,1,12
1955759,1577224,2025-05-23,Assembly,"Do pass",13,0,0,2,15
1955760,1515266,2025-03-11,Assembly,"Do pass as amended. To Consent Calendar",12,0,0,0,12
1955760,1523694,2025-03-20,Assembly,"AB 414 Pellerin Consent Calendar Second Day",66,1,0,13,80
1955761,1554624,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1955761,1571576,2025-05-14,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1955761,1577846,2025-05-23,Assembly,"AB 415 Chen Consent Calendar Second Day Regular Session",71,0,0,8,79
1955762,1535113,2025-04-02,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
1955762,1552927,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1955762,1577749,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1955763,1526896,2025-03-25,Senate,"Do pass and be ordered to the Consent Calendar",14,0,0,1,15
1955763,1533494,2025-04-01,Senate,"Consent Calendar 2nd SB272 Becker",39,0,0,1,40
1955765,1555979,2025-04-22,Senate,"Do pass, but first be re-referred to the Committee on [Public Safety]",10,2,0,1,13
1955765,1562937,2025-04-29,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,1,0,0,6
1955765,1569800,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1955765,1577309,2025-05-23,Senate,"Do pass as amended",5,1,0,1,7
1955766,1528298,2025-03-26,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1955766,1538914,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1955766,1577656,2025-05-23,Senate,"Do pass",6,0,0,1,7
1955766,1581728,2025-05-29,Senate,"Special Consent SB275 Smallwood-Cuevas",38,0,0,2,40
1955767,1521948,2025-03-19,Senate,"Do pass, but first be re-referred to the Committee on [Public Safety]",7,0,0,0,7
1955767,1554525,2025-04-22,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",6,0,0,0,6
1955767,1579254,2025-05-27,Senate,"Senate 3rd Reading SB276 Wiener et al. Urgency Clause",39,0,0,1,40
1955768,1540923,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,1,0,1,6
1955768,1552910,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1955769,1528318,2025-03-26,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary] with the recommendation: To Consent Calendar",10,0,0,1,11
1955769,1542764,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",13,0,0,0,13
1955769,1552872,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1955769,1577778,2025-05-23,Senate,"Do pass",6,0,0,1,7
1955769,1581773,2025-05-29,Senate,"Special Consent SB278 Cabaldon et al",38,0,0,2,40
1958461,1533567,2025-04-01,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",15,0,0,0,15
1958461,1566692,2025-05-06,Assembly,"Do pass as amended",12,0,0,0,12
1958461,1572389,2025-05-15,Assembly,"AB 416 Krell Assembly Third Reading",71,0,0,8,79
1958462,1528296,2025-03-26,Assembly,"Do pass as amended",7,0,0,3,10
1958462,1533520,2025-04-01,Assembly,"AB 417 Carrillo Assembly Third Reading",62,0,0,18,80
1958463,1515267,2025-03-10,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1958463,1526970,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",12,0,0,0,12
1958463,1542802,2025-04-09,Assembly,"Do pass. To Consent Calendar",14,0,0,1,15
1958463,1557574,2025-04-24,Assembly,"AB 418 Wilson Consent Calendar Second Day Regular Session",75,0,0,4,79
1958464,1529522,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",7,2,0,0,9
1958464,1540888,2025-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,1,0,2,12
1958464,1577226,2025-05-23,Assembly,"Do pass",11,1,0,3,15
1958465,1556201,2025-04-23,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,0,0,18
1958465,1571575,2025-05-14,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1958465,1577890,2025-05-23,Assembly,"AB 420 Petrie-Norris Consent Calendar Second Day Regular Session",71,0,0,8,79
1958467,1545005,2025-04-09,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",9,0,0,0,9
1958467,1577672,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1958469,1556109,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",16,0,0,0,16
1958469,1575478,2025-05-21,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1958469,1579286,2025-05-27,Assembly,"AB 424 Davies Consent Calendar Second Day Regular Session",76,0,0,3,79
1958470,1555916,2025-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",16,0,0,0,16
1958471,1540820,2025-04-07,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",7,0,0,0,7
1958471,1554578,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",12,0,0,0,12
1958471,1577390,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1958472,1540955,2025-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",16,0,0,2,18
1958472,1554598,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",12,0,0,0,12
1958473,1534999,2025-04-02,Assembly,"Do pass and be re-referred to the Committee on [Local Government]",17,0,0,0,17
1958473,1542860,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,0,0,10
1958473,1556010,2025-04-23,Assembly,"Do pass",15,0,0,0,15
1958473,1565340,2025-05-05,Assembly,"AB 428 Blanca Rubio Assembly Third Reading",76,0,0,3,79
1958474,1566700,2025-05-05,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1958474,1577610,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1958475,1563110,2025-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,0,0,1,13
1958476,1561016,2025-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",15,0,0,1,16
1958476,1577234,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1958477,1554555,2025-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Health]",14,0,0,4,18
1958477,1563060,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,1,16
1958477,1577857,2025-05-23,Assembly,"Do pass as amended",11,0,0,4,15
1958478,1562802,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",2,4,0,3,9
1958480,1485611,2025-02-10,Assembly,"Be adopted. To Consent Calendar",9,0,0,2,11
1958480,1517824,2025-03-13,Senate,"Special Consent ACR26 Bonta et al",36,0,0,4,40
1958481,1492774,2025-02-18,Assembly,"Be adopted. To third reading",10,0,0,1,11
1958481,1517825,2025-03-13,Senate,"Special Consent ACR27 Blanca Rubio et al",36,0,0,4,40
1958482,1492766,2025-02-18,Assembly,"Be adopted. To third reading",10,0,0,1,11
1958482,1536795,2025-04-03,Senate,"Special Consent ACR28 Ortega et al",39,0,0,1,40
1958483,1492777,2025-02-18,Assembly,"Be adopted. To third reading",10,0,0,1,11
1958484,1521982,2025-03-19,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,0,0,1,8
1958484,1538961,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1958484,1577793,2025-05-23,Senate,"Do pass as amended",5,0,0,2,7
1958484,1581775,2025-05-29,Senate,"Senate 3rd Reading SB279 McNerney et al",38,0,0,2,40
1958485,1533541,2025-04-01,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1958485,1581736,2025-05-29,Senate,"Senate 3rd Reading SB280 Cervantes et al",38,0,0,2,40
1958486,1526989,2025-03-25,Senate,"Do pass",5,1,0,0,6
1958486,1580495,2025-05-28,Senate,"Senate 3rd Reading SB281 Pérez",28,10,0,2,40
1958487,1538915,2025-04-07,Senate,"Do pass, but first be re-referred to the Committee on [Local Government]",13,0,0,4,17
1958487,1556097,2025-04-23,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,2,7
1958487,1569815,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1958488,1554530,2025-04-21,Senate,"Do pass, but first be re-referred to the Committee on [Local Government]",16,0,0,1,17
1958488,1562753,2025-04-30,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,0,0,0,7
1958488,1573543,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1958488,1577626,2025-05-23,Senate,"Do pass",6,0,0,1,7
1958488,1580507,2025-05-28,Senate,"Senate 3rd Reading SB283 Laird",38,0,0,2,40
1958489,1571548,2025-05-14,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1958489,1573516,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1958489,1577282,2025-05-23,Senate,"Do pass",6,0,0,1,7
1958489,1581763,2025-05-29,Senate,"Special Consent SB284 Seyarto",38,0,0,2,40
1958490,1536855,2025-04-02,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1958490,1552949,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1961044,1525453,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,0,4,16
1961044,1567885,2025-05-07,Assembly,"Do pass",11,2,0,2,15
1961044,1577529,2025-05-23,Assembly,"AB 435 Wilson Assembly Third Reading",35,12,0,32,79
1961045,1525469,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Local Government]",13,0,0,1,14
1961045,1542806,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,0,0,10
1961046,1520453,2025-03-18,Assembly,"Do pass as amended",9,0,0,0,9
1961046,1530388,2025-03-28,Assembly,"AB 437 Lackey Assembly Third Reading",62,0,0,18,80
1961047,1554564,2025-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,1,16
1961047,1567924,2025-05-07,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1961047,1572440,2025-05-15,Assembly,"AB 438 Hadwick Consent Calendar Second Day",69,0,0,10,79
1961048,1525449,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,1,0,2,14
1961048,1542817,2025-04-09,Assembly,"Do pass",10,2,0,3,15
1961048,1559400,2025-04-28,Assembly,"AB 439 Rogers Assembly Third Reading",54,13,0,12,79
1961049,1540801,2025-04-08,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1961049,1577378,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1961050,1540889,2025-04-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1961050,1577444,2025-05-23,Assembly,"Do pass as amended",14,0,0,1,15
1961052,1535121,2025-04-02,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,0,0,18
1961052,1537461,2025-04-02,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources] with recommendation: To Consent Calendar",18,0,0,0,18
1961052,1558727,2025-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",14,0,0,0,14
1961052,1577955,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1961054,1562832,2025-04-30,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",20,0,0,2,22
1961054,1571564,2025-05-14,Assembly,"Do pass",15,0,0,0,15
1961054,1573588,2025-05-19,Assembly,"AB 445 Aguiar-Curry Assembly Third Reading",75,0,0,4,79
1961055,1520418,2025-03-18,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",10,3,0,2,15
1961055,1566683,2025-05-06,Assembly,"Do pass",8,3,0,1,12
1961055,1569831,2025-05-12,Assembly,"AB 446 Ward Assembly Third Reading",47,20,0,12,79
1961056,1540894,2025-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Health]",15,0,0,3,18
1961056,1562907,2025-04-29,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",16,0,0,0,16
1961056,1571599,2025-05-14,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1961056,1577194,2025-05-23,Assembly,"AB 447 Mark González Consent Calendar Second Day Regular Session",71,0,0,8,79
1961057,1562915,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",16,0,0,0,16
1961058,1527002,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,0,2,12
1961058,1577470,2025-05-23,Assembly,"Do pass",11,0,0,4,15
1961059,1554483,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Human Services]",6,1,0,0,7
1961059,1562969,2025-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",5,2,0,0,7
1961059,1577790,2025-05-23,Assembly,"Do pass",11,2,0,2,15
1961060,1515273,2025-03-11,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,1,9
1961060,1577659,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1961061,1538907,2025-04-07,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,0,0,4,14
1961062,1545007,2025-04-09,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",9,0,0,0,9
1961063,1526931,2025-03-25,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,3,0,0,13
1961063,1542878,2025-04-09,Assembly,"Do pass",10,4,0,1,15
1961063,1573577,2025-05-19,Assembly,"AB 454 Kalra Third Reading Urgency",59,12,0,8,79
1961064,1540884,2025-04-08,Assembly,"Do pass and be re-referred to the Committee on [Environmental Safety and Toxic Materials] with recommendation: To Consent Calendar",12,0,0,0,12
1961064,1561197,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1961064,1571608,2025-05-14,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1961064,1577711,2025-05-23,Assembly,"AB 455 Ortega Consent Calendar Second Day Regular Session",71,0,0,8,79
1961065,1567868,2025-05-07,Assembly,"Do pass as amended",8,1,0,3,12
1961066,1542816,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",12,0,0,0,12
1961066,1555987,2025-04-23,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1961066,1564241,2025-05-01,Assembly,"AB 457 Soria Consent Calendar Second Day Regular Session",76,0,0,3,79
1961067,1535128,2025-04-01,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1961067,1577818,2025-05-23,Assembly,"Do pass as amended",11,2,0,2,15
